,jornal,url,artigo,label
1,PP,https://progressistas.org.br/noticias-progressistas/deputado-pedro-lupion-defende-revisao-de-mudancas-no-ministerio-da-agricultura/,"“O agro é o motor econômico do Brasil e o que acontece com ele reverbera em todo o país. As mudanças sugeridas e aplicadas pelo governo dentro do Ministério da Agricultura enfraquecem o setor e, por isso, estamos prontos para dialogar pela volta da estrutura anterior. A reorganização é necessária para preservar as conquistas até aqui”. A frase é do presidente da Frente Parlamentar da Agropecuária (FPA), o deputado federal do Progressistas Pedro Lupion (PR), ao destacar a necessidade de revisão das recentes mudanças no Ministério da Agricultura e Pecuária durante reunião da bancada nesta terça-feira (14). Lupion esclareceu que qualquer governo tem o direito de estruturar os ministérios como melhor entender, mas que o enfraquecimento da Agricultura será combatido pela Frente, que não entende a retirada de órgãos importantes da pasta. “Não consigo entender a agricultura familiar estar separada do agro do Brasil. A agricultura familiar é uma grande atividade econômica e representa a maior parcela da produção das cooperativas agrícolas. Não há porque tratarmos separadamente”. O presidente da FPA acredita que é prioritário alterar a Medida Provisória no 1154, que reestruturou a Esplanada dos Ministérios. Entre as 87 emendas propostas, estão as que levam de volta a Companhia Nacional de Abastecimento (CONAB) e o Cadastro Ambiental Rural (CAR) para a pasta da Agricultura. Mudanças A CONAB foi enviada para o Ministério do Desenvolvimento Agrário (MDA), assim como a agricultura familiar e o INCRA, órgão responsável pela titulação de assentados. No governo anterior, mais de 300 mil famílias foram beneficiadas com títulos de propriedade de terra. Já o CAR passou a ser gerido pelo Ministério do Meio Ambiente. A senadora do Progressistas e ex-ministra da Agricultura, Tereza Cristina (MS), destacou que, no que tange o setor agropecuário, as questões técnicas deveriam ser melhor avaliadas, para que o agro não saia prejudicado. “As ações da Conab são muito maiores na pasta da Agricultura do que no Desenvolvimento Agrário, portanto, precisa voltar. O Incra, também precisa de políticas públicas que atendam ao pequeno produtor, e isso também se encontra no MAPA”, afirmou a senadora.",direita
1,PP,https://progressistas.org.br/noticias-progressistas/eduardo-da-fonte-propoe-descontos-no-fies-para-bons-pagadores-e-anistia-para-estudantes-da-saude-que-trabalharam-no-combate-a-pandemia/,"O deputado federal Eduardo da Fonte (PP-PE) protocolou duas emendas à Medida Provisória 1.090/21 que alteram o Fundo de Financiamento Estudantil (Fies) e beneficiam os estudantes que contrataram o programa. A Emenda 32 concede um desconto de 50% sobre o saldo devedor de alunos que estão com o pagamento em dia. Já a Emenda 68 anistia a dívida de estudantes da área da Saúde que trabalharam no combate à pandemia. “Estas medidas são um reconhecimento aos esforços dos estudantes que, com muito esforço, mantiveram em dia o pagamento do Fies e também ao trabalho daqueles que atuam na linha de frente do enfrentamento à pandemia. Já conseguimos uma importante vitória, que é o refinanciamento de parte dos contratos. Agora, nós queremos beneficiar também aqueles que conseguiram honrar o pagamento em dia do financiamento. É importante que todos sejam contemplados e beneficiados em um período tão difícil”, afirmou Eduardo da Fonte. O FIES é um programa do Governo Federal que tem como objetivo conceder financiamento a estudantes em cursos superiores em instituições privadas.",direita
1,PP,https://progressistas.org.br/noticias-progressistas/novas-regras-do-bpc-tem-proposta-de-eduardo-da-fonte-que-amplia-o-numero-de-pessoas-atendidas-pelo-beneficio/,"*Assessoria do Parlamentar Os critérios para solicitação do Benefício de Prestação Continuada (BPC) foram atualizados após sanção da Lei 14.176 pelo presidente da República, Jair Bolsonaro. Um dos pontos que mudou, após a emenda (Emenda 32) do deputado federal Eduardo da Fonte (PP-PE), foi o aumento da faixa de renda para solicitar o benefício, que em alguns casos poderão ser de meio salário mínimo. A antiga regra só permitia renda de até 1⁄4 do salário mínimo. “A nossa emenda traz um grande benefício para a sociedade. Amplia o BPC e acolhe justamente as pessoas de maior vulnerabilidade nesse momento tão difícil. São mais idosos e pessoas com deficiência que vão poder contar com a proteção social do Estado. Devemos celebrar essa boa notícia”, afirmou Eduardo da Fonte. O BPC é a garantia de um salário mínimo mensal à pessoa com deficiência e ao idoso que, comprovadamente, não possuem meios de prover à própria manutenção ou de tê-la provida por sua família. Para solicitar o benefício é necessário ir a um Centro de Referência de Assistência Social (CRAS) ou setor responsável pelo CadÚnico na cidade.",direita
1,PP,https://progressistas.org.br/noticias-progressistas/bancada-do-progressistas-do-senado-federal-se-reune-para-definir-prioridades-do-partido/,"Os senadores do Progressistas se reuniram nesta terça-feira (07) para definir as pautas prioritárias do partido no novo ano legislativo e discutir a preferência de cada parlamentar nas comissões temáticas do Senado. Foi a primeira reunião da bancada após a posse dos novos senadores do partido. O senador Laércio Oliveira (SE) destacou o clima de unidade entre os parlamentares do partido após a reunião da bancada: “estamos unidos e fortalecidos em torno daquilo que for o melhor para o país e para a vida de todos os brasileiros”. O parlamentar apontou que a área de atuação e as preferências de cada parlamentar serão os critérios que vão definir a forma como será dividida a participação dos senadores do Progressistas nas comissões do Senado. Na Casa funcionam 11 comissões permanentes nas quais são realizadas as discussões setoriais de cada proposição legislativa. Os senadores também integram comissões temporárias, cuja duração é variável, para a discussão de pautas específicas. A definição dos integrantes das comissões é feita pelo presidente da Casa, por indicação das lideranças de cada partido. A participação de cada legenda se dá de acordo com o tamanho de suas bancadas. Além de Laércio Oliveira, também estiveram presentes os senadores Ciro Nogueira (PI), Tereza Cristina (MS), Hiran Gonçalves (RR), Esperidião Amin (SC), Luis Carlos Heinze (RS). TCU Na reunião os senadores do partido também receberam o deputado Jhonatan de Jesus (Republicanos-RR), indicado para ocupar a vaga de ministro do Tribunal de Contas da União (TCU). O encontro serviu para os parlamentares conhecerem o perfil do indicado e seus posicionamentos a respeito de temas na área de controle externo e do Poder Legislativo. O TCU é o órgão auxiliar do Congresso Nacional na fiscalização e controle da administração pública. O Senado deve votar ainda nesta semana a indicação de Jhonatan de Jesus para o tribunal. O nome do deputado foi aprovado na última semana pela Câmara, com 239 votos favoráveis.",direita
1,PP,https://progressistas.org.br/noticias-progressistas/jaqueline-cassol-quer-aprovacao-do-marco-legal-da-geracao-distribuida/,"*Assessoria da Parlamentar A vice-presidente da Comissão de Viação e Transportes da Câmara dos Deputados, Jaqueline Cassol (PP-RO), defendeu a aprovação do projeto de lei 5829/19 que estabelece o marco legal da geração própria de energia. A deputada publicou um vídeo em suas redes sociais afirmando que a aprovação da proposta “colocará o Brasil alinhado com as modernas políticas ambientais globais”. O projeto altera as regras que atualmente regulam a produção de energia para consumo próprio e estende a cobrança de encargos e tarifas de uso dos sistemas de transmissão e de distribuição aos micro e minigeradores de energia fotovoltaica (energia solar). Microgeradores são os que geram até 75 kW de energia, e minigeradores, de 75 kW a 3 mil kW. “Para que o setor cresça é necessário estabelecermos diretrizes que garantam os direitos e deveres e isso será possível com a aprovação do Marco Legal”, disse a deputada. De acordo com o substitutivo do projeto apresentado pelo relator Lafayette de Andrada, os consumidores que já estiverem conectados à rede ou com projetos protocolados antes do proposta ser convertida em lei permanecerão com as mesmas regras de compensação por 26 anos e ainda haverá um período de transição de 12 meses até que a nova taxação passe a ser aplicada. “A geração distribuída contribui com a economia brasileira. Em oito anos o setor foi responsável pela criação de 140 mil postos de trabalho e somente no ano passado investiu mais de R$ 11 bilhões no Brasil. Com a legislação aprovada os consumidores terão segurança jurídica para investir no setor e contribuir para o desenvolvimento”, declarou Jaqueline Cassol.",direita
1,PP,https://progressistas.org.br/noticias-progressistas/progressistas-filia-quatro-deputados-federais-do-rio-de-janeiro/,"Com a presença do governador Cláudio Castro (PL) e do ministro da Casa Civil, Ciro Nogueira, além do presidente nacional em exercício, deputado Cláudio Cajado (BA), o PP-RJ filiou aos seus quadros, nesta sexta-feira, dia 18.03, quatro deputados federais: Lourival Gomes, Felício Laterça, Luiz Antônio Corrêa e Pedro Augusto. A sede do partido, com uma vista deslumbrante da Praia de Botafogo, ficou pequena para receber as cerca de 300 pessoas que foram prestigiar o evento, entre os quais os deputados federais Christino Áureo e Júlio Lopes; o secretário estadual de Agricultura, Marcelo Queiroz, além de lideranças de todo o estado. O presidente de honra do partido, Francisco Dornelles, não pôde comparecer, mas foi lembrado em todos os discursos. A sede do partido leva o nome de Dornelles, inclusive. O presidente do PP-RJ, deputado Dr. Luizinho, agradeceu a confiança dos deputados que ingressam na legenda – “o partido do diálogo”, na sua definição. “Obrigado por acreditarem no nosso projeto, tenham certeza de que o PP, que é o partido que mais cresce no país, será em breve o maior do Brasil”. Dr. Luizinho reforçou o apoio do partido ao nome do governador Cláudio Castro nas eleições deste ano e ressaltou o importante papel do ministro Ciro Nogueira na estabilidade política do país. “O senhor assumiu a Casa Civil dizendo que seria o amortecedor do presidente Bolsonaro, mas está sendo muito mais: hoje o senhor é o grande motor do diálogo que o Brasil tanto precisa”. Ciro Nogueira, por sua vez, elogiou a condução do deputado Dr Luizinho à frente do PP fluminense. Levado ao chegar para conhecer os estúdios de rádio e TV que o PP-RJ está montando para dar suporte aos candidatos nas eleições deste ano, Ciro Nogueira, que está licenciado da presidência do PP nacional, disse que o partido vive uma nova fase no Estado do Rio de Janeiro. “Eu e o Luzinho temos algo em comum: tivemos a missão de suceder Francisco Dornelles, eu na nacional e o Luizinho na estadual”, disse Nogueira, que está licenciado da presidência do partido desde que assumiu a Casa Civil. Para ele, a vitória de Cláudio Castro é necessária para o Rio, assim como a eleição do presidente Bolsonaro para o Brasil. “Não podemos retroceder. E tenho certeza que o Brasil vai acordar e eleger Bolsonaro no primeiro turno” , afirmou, sendo fortemente aplaudido em seguida. O governador Cláudio Castro, também em seu discurso, lembrou o presidente de honra do PP, Franscisco Dornelles. “Tenho uma foto linda, da época da transição, minha sentado ao lado dele, num sofá do palácio, que guardo com muito carinho. Ele me ensinou e me ensina muito, até hoje”, disse Castro. O governador agradeceu ainda a participação do PP no governo, sobretudo na área da Saúde. “Criamos no Rio de Janeiro a lógica do nós e não do eu sozinho. Com os partidos, com a Assembleia Legislativa, com todos, porque não se governa sozinho”, finalizou. Confira abaixo o perfil dos deputados que se filiaram hoje ao partido: *Deputado Felício Laterça Felício Laterça, natural de Campos dos Goytacazes, é delegado de Polícia Federal, tem 54 anos e está no seu primeiro mandato como deputado federal. Foi eleito pelo PSL com 47.065 votos. Na Câmara, sua atuação é voltada para a Segurança Pública e também para o desenvolvimento econômico. *Deputado Lourival Gomes Lourival Gomes, 66 anos, natural de Rio Bonito, é empresário e deputado federal pelo Rio de Janeiro, eleito com 41.307 votos. Na Câmara Federal atua nas áreas da Saúde, Esportes, Igualdade Social e Direito da Família. *Deputado Luiz Antônio Corrêa Luiz Antônio da Costa Carvalho Corrêa da Silva, mais conhecido como Luiz Antônio Corrêa é dentista e político brasileiro. Foi Prefeito na cidade de Valença, entre 2001 a 2004, e nas eleições de 2018 foi eleito deputado federal. Na Câmara , luta pelos direitos das pessoas idosas, da família e do desenvolvimento dos municípios. É um municipalista por definição. *Deputado Pedro Augusto Pedro Augusto Palareti é natural de Ribeirão Preto, comunicador, atuando desde 1992 na na Rádio Tupi. Forte presença no público cristão, defende a construção de um monumento no Rio para homenagear Nossa Senhora de Aparecida, a exemplo do monumento do Cristo Redendor. Foi eleito deputado estadual do Rio, por 5 vezes consecutivas deputado estadual e está no primeiro mandato como deputado federal, tendo assumido, em 2020, como suplente no lugar do deputado Alexandre Serfiotis, que renunciou ao cargo legislativo após ser eleito prefeito do município de Porto Real. Fonte: Assessoria PP-RJ",direita
1,PP,https://progressistas.org.br/noticias-progressistas/cexagri-propoe-criacao-de-inventario-das-dividas-agropecuarias/,"A Comissão Externa Sobre o Endividamento Agrícola (CEXAGRI) promoveu audiência pública nesta terça-feira (27), em Belo Horizonte, no auditório da Assembleia Legislativa de Minas Gerais. No encontro, os integrantes do colegiado anunciaram a proposta de criação do inventário das dívidas do setor rural. De acordo com o coordenador da CEXAGRI, deputado Jerônimo Goergen (Progressistas-RS), a iniciativa será apresentada oficialmente ao governo federal. “A ideia é criar um aplicativo de celular e um programa de computador, semelhante ao disponibilizado para a declaração do Imposto de Renda, no qual os produtores possam cadastrar todos os débitos contraídos junto aos bancos e fornecedores de insumos”, explicou.   Segundo Jerônimo, a grande dificuldade do trabalho é detectar o tamanho real dos débitos que estão fora do sistema financeiro, o endividamento do produtor com cooperativas, cerealistas, *trandings* e fornecedores de insumos. “A dívida do produtor com os bancos nós já sabemos, é de R$ 280 bilhões. Mas a informação que temos é que isso corresponderia a apenas 40% do total”. Pela proposta, Ministério da Fazenda, Receita Federal e Banco Central, de forma conjunta, disponibilizariam, até 30 de junho deste ano, as ferramentas tecnológicas para o preenchimento dos dados. “Isso vai permitir que possamos construir medidas com base em dados reais e não em mera especulação. E as soluções precisam estar conectadas com instrumentos de geração de renda para os produtores, sob pena do setor voltar a se endividar mais à frente”, ponderou Jerônimo. Já o deputado Newton Cardoso Junior (PMDB-MG) disse que a identificação e conhecimento do tamanho do endividamento agrícola em Minas Gerais e no Brasil é passo fundamental para garantir segurança jurídica, segurança alimentar e capacidade de investimento e geração de empregos no longo prazo. “A audiência da comissão vem jogar luz nesse processo, que precisa reverberar com maior contundência nas discussões da sociedade”, ressaltou o parlamentar. O inventário das dívidas agrícolas seria regulamentado pelo sigilo fiscal para proteger os dados dos comunicantes. A CEXAGRI ainda aguarda a oficialização do comitê interministerial, onde serão discutidos os aspectos estruturais da dívida. A Comissão do Endividamento aguarda para a próxima semana o anúncio das medidas emergenciais de apoio aos produtores de arroz. *Repensar da política agrícola* Além de discutir as soluções imediatas e o equacionamento do passado, CEXAGRI pretende deixar como legado de seu trabalho um repensar da política agrícola. “Todos os mecanismos existentes foram criados há décadas e já não são compatíveis com as necessidades do setor mais pujante e moderno do Brasil. Temos que repensar os instrumentos, o processo orçamentário, o modelo de governança, as fontes de recursos”, destacou Jerônimo. Segundo o deputado, é preciso criar uma política agrícola de Estado, plurianual, com execução e disponibilidade orçamentária também plurianual.  ",direita
1,PP,https://progressistas.org.br/noticias-progressistas/carletto-pede-suspensao-dos-reajustes-dos-planos-de-saude-enquanto-durar-a-pandemia/,"*Assessoria do Parlamentar Em razão da pandemia do coronavírus, a economia encolheu 4,1% em 2020. O desemprego no Brasil já atinge 14,3 milhões de pessoas. Diante desse cenário assustador, o deputado federal Ronaldo Carletto (PP) apresentou uma Indicação, pedindo a suspensão dos reajustes dos planos de saúde regidos pela Lei no 9.656/1998, enquanto durar a Emergência em Saúde Pública de Importância Nacional em decorrência da Covid-19. O parlamentar ressaltou que, em agosto de 2020, a Agência Nacional de Saúde Suplementar (ANS) suspendeu os reajustes por variação de custos e por mudança de faixa etária dos planos médico-hospitalares até o final do ano. No entanto, em novembro do ano passado, a Agência decidiu que os beneficiários que tiveram a cobrança do reajuste suspensa teriam que pagar os valores não quitados nos boletos referentes às mensalidades de 2021. “Com essa medida, desde janeiro deste ano, os beneficiários passaram a pagar não só as mensalidades, mas a diferença do reajuste que não havia sido cobrada no ano anterior. Somado a isso, tem o reajuste referente ao ano de 2021. Ou seja, a permanência dos beneficiários no plano será ainda mais difícil”, salientou. Carletto enfatizou que o Brasil vive o pior momento da pandemia e que espera que a ANS suspenda os reajustes. “Não temos previsibilidade de melhora nessa situação, porque a imunização em massa, que poderia nos trazer esperanças de recuperação da economia, está longe de acontecer, em razão da escassez de doses de vacina. Espero que a ANS, no exercício da sua atividade regulatória, suspenda os reajustes dos planos de saúde regidos pela Lei no 9.656, de 1998, enquanto durar a Emergência em Saúde Pública de Importância Nacional em decorrência da Covid-19”, finalizou.  ",direita
1,PP,https://progressistas.org.br/noticias-progressistas/apos-intensa-discussao-no-plenario-da-camara-dos-deputados-tocantins-e-regiao-norte-asseguram-participacao-no-fno/,"Nesta terça-feira (3), a Câmara dos Deputados deliberou sobre o PL 4188/21, que traz modificações nas regras referentes às garantias oferecidas ao sistema financeiro. Conhecido como Novo Marco de Garantias, a proposta visa facilitar o uso de garantias de crédito, diminuir os encargos e taxas de financiamentos e incrementar a competição no setor. Uma das emendas previstas incluía os municípios do Maranhão no Fundo Constitucional de Financiamento do Norte (FNO), um instrumento do Governo Federal administrado pelo Banco da Amazônia para impulsionar o desenvolvimento da região. Autor do destaque 22 e contrário à inserção do Maranhão no FNO, o deputado federal do Progressistas Vicentinho Júnior (TO) explicou que não tem objeção ao estado vizinho, mas está comprometido em defender os interesses do Tocantins. O parlamentar explicou que o Maranhão já integra o Fundo Constitucional do Nordeste (FNE). “Dos 3% de repasse aos Fundos Constitucionais, o FNE recebe 1,8%. Os estados da Região Norte, no entanto, via FNO são beneficiados com 0,6%, bem como os estados do Centro-Oeste que recebem 0,6%. Isso significa que a Região Nordeste tem um superávit três vezes maior em relação as demais regiões. Neste contexto defendemos a importância de manter a legislação vigente”, detalhou. Vicentinho Júnior evidenciou ainda que, no atual cenário econômico do país, os Estados do Norte dependem do repasse dos Fundos Constitucionais para sua reestruturação. “Em um momento de dificuldade financeira enfrentada pelos Estados, não podemos abrir mão de recursos para favorecer o Maranhão, que já recebe três vezes mais do que os estados do Norte e do Centro-Oeste. Pela sobrevivência dos estados do Norte, voto não à sua inclusão no FNO”, concluiu o deputado.   *Com informações da Assessoria do deputado Vicentinho Junior",direita
1,PP,https://progressistas.org.br/noticias-progressistas/ronaldo-carletto-cobra-medidas-do-ministerio-da-saude-sobre-reajustes-abusivos-de-planos-de-saude/,"Uma pesquisa do Instituto Brasileiro de Defesa do Consumidor (Idec) mostra que a insatisfação com planos de saúde voltou a crescer e passou a liderar o ranking de reclamações e atendimentos em 2021. Diante disso, o deputado federal Ronaldo Carletto (PP-BA) solicitou ao Ministério da Saúde e à Agência Nacional de Saúde Suplementar (ANS) providências para assegurar os direitos dos usuários dos planos de saúde.   Do total de queixas registradas pelo Idec, quase um quarto delas (24,9%) refere-se a planos de saúde. A principal queixa diz respeito a reajustes abusivos (27,4%), principalmente, dos coletivos, cujo reajuste não é regulado pela ANS. Além disso, os consumidores reclamam também da negativa de cobertura (16,2%) a determinados procedimentos e exames.   “Parcela importante da população atendida pelos planos de saúde está sendo afetada por uma política de reajustes incompatível com a atual situação econômica nacional, ao mesmo tempo em que as operadoras se negam a cobrir uma série de serviços. Isso é um abuso!”, afirma o deputado Carletto, ao cobrar medidas urgentes do Governo Federal.   Fonte: ASCOM deputado Ronaldo Carletto",direita
