,jornal,url,artigo,label
1,NOVO,https://novo.org.br/plenario-do-tse-acata-acao-de-felipe-davila-e-pune-lula-por-campanha-antecipada/,"Multa imposta ao candidato na condenação foi no valor de R$ 10 mil O plenário do Tribunal Superior Eleitoral (TSE) julgou, por unanimidade, procedente a representação apresentada pelo candidato à presidência do NOVO Felipe d’Avila contra o ex presidente e candidato à Presidência Luiz Inácio Lula da Silva (PT) por propaganda eleitoral antecipada. Os ministros acompanharam a relatora, ministra Maria Claudia Bucchianeri, que entendeu que houve propaganda eleitoral antecipada uma vez que existiu um pedido explícito de voto no dia 3 de agosto, sendo que o início oficial da campanha se deu a partir de 5 de agosto. Na ação, d’Avila apontava irregularidade durante a convenção do PT em Teresina, onde Lula pedia votos para si e para os correligionários Rafael Fonteles e Wellington Dias, postulantes ao Senado e ao governo do Piauí, respectivamente. A fala de Lula era clara e está registrada em vídeo: — Eu queria pedir para vocês, cada mulher ou cada homem do Piauí que tem disposição de votar em mim, que tem disposição de votar no Wellington, eu queria pedir para vocês que no dia 2 de outubro vote em mim, vote no Wellington, mas primeiro vote no Rafael, porque ele vai cuidar do povo do Piauí. Segundo a legislação eleitoral, pedidos antecipados de votos diante do eleitorado estão vedados até o dia 16 de agosto, data em que inicia a campanha e podem ser punidos com multas que variam de R$ 5 mil a R$ 25 mil.  A multa imposta ao candidato na condenação foi no valor de R$ 10 mil e foi determinada a proibição de veiculação de trecho de material publicitário sobre o evento. Imagem: TSE.jus",direita
1,NOVO,https://novo.org.br/aprovado-na-camara-o-substitutivo-de-lucas-gonzalez-ao-projeto-que-torna-cpf-o-unico-numero-de-identificacao-geral-no-pais/,"Cadastro será usado como identificação junto ao INSS, na carteira de trabalho, na CNH entre outros documentos. A Câmara dos Deputados aprovou nesta quarta-feira (21) proposta que estabelece o número do CPF como único número do registro geral (RG) em todo o País.  O texto do Projeto de Lei 1422/19 foi aprovado na forma do substitutivo da Comissão de Trabalho, Administração e Serviço Público, de autoria do deputado Lucas Gonzalez (Novo-MG). Também foi aprovada emenda do Senado ao texto. Segundo o substitutivo de Lucas, o CPF deverá constar nos cadastros e documentos de órgãos públicos, do registro civil de pessoas naturais ou em documentos de identificação emitidos pelos conselhos profissionais. Assim, a partir da vigência da futura lei, o CPF será usado como número em certidões (nascimento, casamento e óbito), como identificação perante o INSS (NIT), na carteira de trabalho, na CNH e outros. A vigência prevista é de 12 meses a partir da publicação para que órgãos e entidades realizem a adequação dos sistemas e dos procedimentos de atendimento aos cidadãos para adoção do CPF como número de identificação. Também haverá prazo de 24 meses para que os órgãos e as entidades façam as mudanças para os sistemas e bases de dados trocarem informações entre si a partir do CPF. O projeto segue para a sanção presidencial. Foto: Pablo Valadares/Câmara dos Deputados",direita
1,NOVO,https://novo.org.br/bancada-do-novo-requer-urgencia-para-votar-revogacao-da-lei-de-seguranca-nacional-que-prejudica-a-livre-expressao/,"A Bancada do NOVO na Câmara considera temerária a invocação irresponsável da Lei de Segurança Nacional para silenciar cidadãos que criticam autoridades nacionais. A liberdade de expressão é um direito fundamental conquistado, e um princípio que dá suporte à própria existência da democracia. Apoiada pela bancada, a deputada federal Adriana Ventura (NOVO-SP) apresentou requerimento de urgência para a inclusão do Projeto de Lei no 3.054 de 2000, que dispõe sobre a revogação da Lei de Segurança Nacional na ordem do dia. A “caça às bruxas” promovida contra críticos ao governo vem ganhando proporções ditatoriais, intimidando ou levando pessoas a prisão pelo simples fato de expressarem sua insatisfação com a gestão do presidente Jair Bolsonaro. “Do mesmo modo que discordamos das ações do Supremo Tribunal Federal nesse sentido, defendemos o direito do cidadão, seja ele quem for, de reclamar da atuação de qualquer agente público do País”, cita a Bancada em suas redes. A liberdade de expressão é princípio basilar para que tenhamos um Brasil mais seguro. #NOVOnaPrática",direita
1,NOVO,https://novo.org.br/aprovado-em-1-turno-projeto-de-marcela-tropia-que-estabelece-analise-de-impacto-financeiro-as-propostas-que-gerem-custos-aos-cidadaos-de-bh/,"Um ambiente com ausência de segurança jurídica faz com que o estado seja, muitas vezes, inimigo da população e daqueles que tentam empreender. Não é incomum que o município e legisladores apresentem projetos que podem gerar um impacto nos cofres, atingindo toda sociedade. Nesse contexto, foi apresentado o Projeto de Lei n° 356/2022, de autoria da vereadora do NOVO em Belo Horizonte Marcela Trópia, que pretende tornar obrigatória a apresentação de análise do impacto orçamentário-financeiro dos custos gerados às pessoas físicas e jurídicas em decorrência da aprovação de Projetos de Lei. Havendo conhecimento dos eventuais custos gerados, o legislador pode avaliar melhor a real necessidade de apresentação da proposta e o destinatário da lei pode se preparar para sua eventual aprovação. Assim, ao estabelecer critérios para instrução de projetos de lei que possam gerar custos diretos a cidadãos, empreendedores e empresários, a propositura fortalece a segurança jurídica no Município. O projeto foi aprovado em 1° Turno na última quinta-feira, 10/11. Foto: Divulgação",direita
1,NOVO,https://novo.org.br/adriana-balthazar-atua-contra-cobranca-de-taxa-inconstitucional-no-rio-de-janeiro/,"Segundo o MP, o estado do RJ sequer utiliza os recursos da taxa, já declarada inconstitucional, no combate a incêndios A deputada estadual do Rio de Janeiro Adriana Baltazar (NOVO) provocou a Comissão de Defesa do Consumidor da Alerj para que o colegiado suspenda a taxa de incêndio inconstitucional cobrada pelo Corpo de Bombeiros do estado do Rio de Janeiro, no ofício enviado ao presidente deputado Fábio Silva (DEM) na última sexta-feira 17. Adriana ressalta que o Supremo Tribunal Federal (STF) já julgou diversas vezes a cobrança como inconstitucional. Desde 2017 a Corte já analisou a ilegalidade da taxa de incêndio em ações nos estados de Minas Gerais, São Paulo e Sergipe. “o Supremo foi claro em várias decisões que esse tipo de serviço não pode ser cobrado por taxa por isso pedi que a Comissão de defesa do consumidor da Alerj atue para suspender essa taxa”, afirma a parlamentar. De fato, em agosto de 2020 ao julgar a norma em Minas Gerais o Supremo considerou que o combate a incêndios é um serviço público geral e não pode ser exigido pagamento de uma taxa com esta finalidade “é impróprio que com o pretexto de prevenir eventual sinistro relativo a incêndio o Estado cria um tributo sobre o rótulo taxa ausente exercício do poder de polícia ou a utilização efetiva ou potencial de serviços públicos específicos e divisíveis prestados ao contribuinte ou postos à disposição” declarou o relator ministro Marco Aurélio Mello Reiteradas e repetidas decisões do Supremo Tribunal Federal consideram a taxa de incêndio, da forma que é cobrada, ilegal. O próprio Ministro Marco Aurélio já havia se manifestado dessa maneira três anos antes, ao decidir sobre o Recurso Extraordinário 643.247, do estado de São Paulo.  Em 2019, a ministra Carmem Lúcia também teve o mesmo entendimento sobre a cobrança da taxa em Sergipe, na ADI 2908. “A segurança pública é dever do Estado, e é disponibilizada de forma geral e indivisível para a garantia da ordem pública e para preservação da incolumidade das pessoas e do patrimônio”, decidiu a ministra na época. “Tratando-se de atividades específicas do Corpo de Bombeiros Militar, o combate a incêndio e a realização de salvamentos e resgates não podem ser custeados pela cobrança de taxas”, concluiu a ministra. Os recursos oriundos da taxa paga que tem sido paga pelos cidadãos fluminenses seriam, segundo determina o Código Tributário do Estado do Rio de Janeiro, destinados ao reequipamento do Corpo de Bombeiros, nas áreas de salvamento e combate e prevenção de incêndio, proporcionando maior proteção à população do estado. Contudo, não é isso que vem ocorrendo, segundo o Ministério Público. Uma ação civil pública ajuizada pelo MP informa que as receitas vinculadas ao Funesbom, em especial as decorrentes das taxas e contribuições da corporação, estavam sendo transferidas para a Conta Única do Tesouro Estadual (CUTE), ou seja, não estariam sendo destinadas ao Corpo de Bombeiros. “Esse caso mostra bem como a falta de transparência custa caro ao cidadão. A cobrança da Taxa de Incêndio não poderia existir, mas mesmo assim somos cobrados todo ano”, enfatizou Adriana em suas redes sociais. Informações: Diário do Rio / A Voz da Cidade Imagem: Reprodução/Corpo de Bombeiros",direita
1,NOVO,https://novo.org.br/projeto-de-bruno-souza-viabiliza-fundos-patrimoniais-a-universidades-publicas-catarinenses/,"Fundos patrimoniais (Endowments) são criados para receber doações que ficam disponíveis para o uso nas universidades públicas e organizações filantrópicas. Essas receitas costumam vir de doações de empresas e ex-alunos, e são aplicadas em investimentos como, por exemplo, reformas estruturais e bolsas de pesquisa. As doações são sujeitas ao imposto sobre transmissão causa mortis e doação (ITCMD) que em Santa Catarina tem uma alíquota de até 8%. A contribuição para entidades de interesse público como os próprios fundos patrimoniais podem pedir isenção desse imposto, mas, enfrentam problemas com a burocracia. Para resolver o principal obstáculo na criação dos fundos patrimoniais para as universidades públicas, o deputado Bruno Souza (Novo) protocolou o Projeto 0227.7/2020 que permite a autodeclaração para isenção de Imposto sobre Transmissão “Causa Mortis” e Doação de Quaisquer Bens ou Direitos (ITCMD). “A aprovação do projeto é um passo importante para estabelecer esses fundos nas universidades catarinenses e colher os frutos de uma forma inovadora de gerar receita com mais qualidade e menos custo para o pagador de impostos”, afirma Bruno. #NOVOnaPrática Foto: Agência Alesc",direita
1,NOVO,https://novo.org.br/pedro-duarte-propoe-ampliacao-de-parcerias-com-instituicoes-privadas-de-ensino-do-rio-de-janeiro-para-reducao-de-filas-de-espera-por-vagas/,"O vereador do NOVO no Rio de Janeiro apresentou, junto a outros vereadores, projeto que amplia as parcerias com instituições privadas de ensino para que sejam criadas vagas em creches, no ensino fundamental e no ensino médio da rede particular.  Instituído Programa Cidadão Carioca do Futuro, o objetivo do projeto é aprimorar a legislação municipal para criar um sistema simples e moderno, para que o setor privado ajude a suprir o déficit de vagas da educação municipal. Segundo o texto, devem ser priorizados como estudantes elegíveis ao sorteio das vagas, aqueles cuja residência esteja em raio de proximidade ao local de funcionamento da entidade parceira, e que apresentarem índice de frequência escolar cinquenta por cento acima do percentual mínimo de presenças exigidas para aprovação. Para fins de cálculo do montante a ser deduzido no ISS, as instituições de ensino privado credenciadas no programa poderão utilizar até trinta por cento das vagas disponibilizadas para preenchimento, e deverão aplicar como parâmetroo valor médio das mensalidades pagas pelos alunos das turmas equivalentes a que o aluno beneficiário estiver matriculado. Com a aprovação do projeto, o setor privado poderá suprir o déficit de vagas da educação municipal enquanto contribui com a melhora do ensino ofertado aos alunos oriundos da rede pública. O projeto encontra-se em regime de tramitação ordinária. Foto: Eduardo Barreto / CMRJ",direita
1,NOVO,https://novo.org.br/em-sabatina-para-o-sbt-paulo-ganime-propoe-nomeacao-tecnica-em-areas-especificas-para-os-secretarios-do-estado-do-rj/,"O candidato do NOVO ao governo do Rio de Janeiro, Paulo Ganime, participou de uma sabatina promovida pelo SBT na última quarta, 7 de setembro. Questionado sobre o caos que vive a saúde do Rio de Janeiro, Ganime citou a corrupção que mata pessoas e que para melhorar o quadro atual, “é fundamental colocar gente certa no lugar certo e profissionais competentes éticos”. Paulo Ganime também defendeu nomeações técnicas para além do secretariado, dos cargos no segundo terceiro escalões. Outra medida importante é a transparência no sistema de regulação, que não existe hoje, inclusive para as organizações sociais (OS). Ganime propõe uma série de medidas a partir de onze eixos : Segurança Pública, Economia, Educação, Social, Saúde, Meio-ambiente e Águas, Governança, Mobilidade, Inovação, Cultura e Esporte O candidato é favorável às câmeras nos uniformes, mas entende que é preciso dar condição de trabalho e segurança jurídica para o policial, e também de viaturas devidamente blindadas e equipamentos modernos e armamentos para trabalhar antes de se falar em câmeras nos uniformes . Para Ganime a situação é grave, onde a banalidade corrompeu todo o estado. É preciso tolerância zero com a criminalidade. O estado do Rio tem uma das piores notas no ranking nacional do Ensino Médio. A situação é alarmante em especial em São Gonçalo e na Baixada Fluminense. Para começar a mudar o quadro, Paulo Ganime explica que embora o estado seja o maior responsável pelo ensino médio, é preciso antes de tudo auxiliar os municípios do estado do RJ na educação infantil e fundamental com metodologia, material didático e formação dos professores da rede pública municipal. Ganime defende mais participação da iniciativa privada para melhorar a vida dos mais necessitados e para isso será necessário fazer parceria com todos os municípios e cuidar das cidades de acordo com as suas necessidades, permitindo que instituições sem fins lucrativos tenham mais autonomia para ajudar o estado no combate à fome e a pobreza. É importante incentivar municípios a atingirem metas de desenvolvimento social e por outro lado dar suporte e maior autonomia aos municípios na resolução de problemas que envolvam a sociedade vulnerável e carente. Para o candidato do NOVO, é fundamental o fomento para o crescimento de setores da economia verde, como empreendimentos de geração de energia renovável e projetos de reflorestamento para inserir o Estado do Rio de Janeiro no “mapa” de investimentos do mercado de carbono global, trazendo mais geração de riquezas e emprego. Segundo o projeto de Ganime, as concessões de serviços serão estruturadas em modelo equilibrado para serem oferecidos no interior do maior número possível de Parques Estaduais, de forma que as empresas concessionárias forneçam os instrumentos e a infraestrutura física necessária para exercer a vocação plena dessas Unidades de Conservação. Para combater o desmatamento ilegal, Ganime defende uma Polícia Técnica Ambiental, dentro da estrutura institucional já existente no estado para das apoio às operações fiscalizatórias. Outra medida importante para o Rio, segundo Ganime, será a recuperação da Baía de Guanabara, utilizando parcerias com órgãos municipais. Para assistir à sabatina completa de Paulo Ganime, acesse neste LINK Todos os candidatos do NOVO, renunciaram ao financiamento público de campanha. Foto: reprodução/Youtube SBT",direita
1,NOVO,https://novo.org.br/com-voto-do-novo-na-camara-ccj-aprova-fim-de-aposentadoria-como-pena-para-juizes/,"Proposta prevê pena de perda do cargo para juízes que atentarem contra a dignidade, a honra e o decoro de suas funções. A CCJ (Comissão de Constituição e Justiça e de Cidadania) da Câmara dos Deputados aprovou nesta 4a feira (8/6), por 39 a 2 e uma abstenção, a admissibilidade da PEC 163/12, que proíbe a concessão de aposentadoria a magistrados como medida disciplinar. O texto da PEC põe fim à punição que concede aposentadoria compulsória com salário proporcional ao tempo de serviço, aplicável a juízes acusados de atos de corrupção ou ofensivos à moralidade administrativa, além de atribuir ao CNJ (Conselho Nacional de Justiça) a competência de decretar, por decisão administrativa, a perda do cargo de membros do Poder Judiciário. Atualmente, a exoneração de um juiz só pode se dar por decisão judicial transitada em julgado. Representante do NOVO na Comissão, o deputado Gilson Marques (SC) lembrou que a PEC foi protocolada em 2012 pelo deputado Rubens Bueno (Cidadania-PR) e nunca avançou. “Essa PEC 163 pretende acabar com a farra de aposentadoria como prêmio de juiz que comete crime. É inacreditável que alguns partidos orientam para retirar de pauta”, criticou. Parlamentares que votaram contrários à PEC, argumentaram que a medida acabaria com a vitaliciedade dos juízes, bem como a independência para julgar. Para a deputada do NOVO Adriana Ventura (SP), pela regra atual, a conduta desonesta é premiada com aposentadoria compulsória e remunerada, e quem paga é a população. Ela acrescentou que o Poder Judiciário brasileiro é um dos mais caros do mundo e leva 1,3% do Produto Interno Bruto (PIB).  A proposta será analisada por uma comissão especial antes de ser enviada para votação no plenário. Imagem: Fabio Barros / Partido Novo",direita
1,NOVO,https://novo.org.br/projeto-de-amalia-tortato-quer-autorizar-naming-rights-no-transporte-publico-de-curitiba/,"A vereadora do NOVO em Curitiba, Amália Tortato, apresentou um projeto de lei que amplia e desburocratiza a venda de publicidade no transporte público da cidade, permitindo também a comercialização de “naming rights” em estruturas da rede de transporte. O objetivo final do projeto é gerar uma diminuição no preço da passagem paga pelos cidadãos.Caso aprovado, o projeto permitirá a publicidade nos espaços externos e internos dos ônibus e outros veículos da frota, assim como nas estruturas vinculadas ao sistema de transporte coletivo, como paradas de ônibus, estações-tubo e terminais. “O projeto de lei foi inspirado pelo recente advento da lei estadual 21.153/2022, que estabelece diretrizes para a exploração comercial de espaços destinados à publicidade nos veículos e mobiliários utilizados no serviço de transporte coletivo de passageiros na Região Metropolitana de Curitiba. Na norma estadual, agora é autorizada a exploração comercial para fins de publicidade nos mobiliários urbanos e congêneres utilizados na prestação do serviço de transporte coletivo, sendo determinado que a destinação da receita visará ao favorecimento da modicidade tarifária”, afirmou Amália Tortato, autora da proposta.O projeto de lei já foi aprovado pela Comissão de Constituição e Justiça (CCJ) da Câmara e aguarda a votação dos vereadores em plenário.  ",direita
